vin,model,defect_score,timestamp,plant,trim,engine_type,production_date,shift,torque_nm,qc_score,test_pass,defects_count,defect_type,warranty_claim,supplier_code,batch_id,operator_id
"VIN_000143","Gamma","3.2205211303259027","2026-04-26T10:39:13.021Z","Swindon","Sport","Hybrid","2026-02-19T10:39:13.022Z","Night","2.2705","4.1135","false","0.2185","None","false","SUP_C","BATCH_0018","OP_1031"
"VIN_000096","Alpha","6.2235965410493215","2026-01-03T10:39:13.023Z","Swindon","Sport","Diesel","2026-04-27T10:39:13.021Z","Night","3.3075","10.4265","true","0.24150000000000002","Paint","true","SUP_D","BATCH_0007","OP_1032"
"VIN_000078","Alpha","7.85688655851004","2025-12-23T10:39:13.023Z","Swindon","Premium","EV","2026-05-04T10:39:13.020Z","Night","0.48","0.09","false","4.53","Assembly","true","SUP_J","BATCH_0012","OP_1016"
"VIN_000069","Beta","2.2954102648555157","2026-02-16T10:39:13.022Z","Solihull","Base","EV","2026-03-26T10:39:13.021Z","Afternoon","6.6025","0.08549999999999999","true","6.631","Assembly","false","SUP_C","BATCH_0002","OP_1005"
"VIN_000039","Delta","5.001190942118574","2026-02-01T10:39:13.022Z","Swindon","Luxury","EV","2025-11-16T10:39:13.023Z","Afternoon","5.0085","1.9425000000000001","true","10.458000000000002","Weld","false","SUP_C","BATCH_0003","OP_1005"
"VIN_000138","Delta","0.05175570504584947","2026-03-19T10:39:13.021Z","Solihull","Sport","Diesel","2026-04-10T10:39:13.021Z","Afternoon","5.68","2.53","false","7.15","None","true","SUP_E","BATCH_0000","OP_1007"
"VIN_000189","Alpha","0.9691350734820342","2025-11-16T10:39:13.023Z","Swindon","Luxury","EV","2025-12-10T10:39:13.023Z","Day","7.6","0.34199999999999997","true","0.2185","Electrical","false","SUP_D","BATCH_0000","OP_1046"
"VIN_000028","Delta","10.507362491053694","2026-04-17T10:39:13.021Z","Oxford","Sport","EV","2026-02-28T10:39:13.022Z","Day","10.479000000000001","4.452000000000001","false","9.418500000000002","Assembly","false","SUP_J","BATCH_0008","OP_1043"
"VIN_000178","Beta","10.004973797743297","2026-01-05T10:39:13.023Z","Solihull","Premium","Diesel","2026-03-04T10:39:13.022Z","Afternoon","3.8","4.3","false","5.97","Electrical","true","SUP_E","BATCH_0010","OP_1028"
"VIN_000011","Beta","0.04050666467128608","2026-02-23T10:39:13.022Z","Swindon","Premium","Diesel","2026-04-06T10:39:13.021Z","Day","0.17099999999999999","2.888","true","8.037","Electrical","false","SUP_B","BATCH_0003","OP_1015"
"VIN_000018","Gamma","6.3629999999999995","2026-03-14T10:39:13.021Z","Solihull","Luxury","Petrol","2026-05-06T10:39:13.020Z","Night","1.1130000000000002","5.0715","false","10.311","None","false","SUP_E","BATCH_0018","OP_1001"
"VIN_000130","Alpha","9.997493335328715","2026-01-13T10:39:13.022Z","Birmingham","Sport","Petrol","2026-01-18T10:39:13.022Z","Day","1.26","1.5","true","2.98","Electrical","true","SUP_J","BATCH_0002","OP_1035"
"VIN_000178","Gamma","5.7045262022567025","2026-05-19T10:39:13.020Z","Swindon","Luxury","Hybrid","2026-04-18T10:39:13.021Z","Day","3.0305","2.4225","true","0.2185","None","false","SUP_I","BATCH_0013","OP_1016"
"VIN_000116","Delta","6.166637508946307","2026-05-12T10:39:13.020Z","Birmingham","Premium","Diesel","2026-05-21T10:39:13.020Z","Afternoon","7.6545000000000005","5.7855","true","4.1265","None","false","SUP_A","BATCH_0009","OP_1034"
"VIN_000168","Beta","7.990364926517966","2026-05-15T10:39:13.020Z","Birmingham","Luxury","Diesel","2026-04-30T10:39:13.021Z","Afternoon","3.16","3.58","true","7.87","Assembly","true","SUP_E","BATCH_0004","OP_1045"
"VIN_000171","Beta","9.48824429495415","2026-05-18T10:39:13.020Z","Swindon","Sport","EV","2026-05-11T10:39:13.020Z","Night","8.749500000000001","6.6975","true","6.5264999999999995","Electrical","true","SUP_J","BATCH_0006","OP_1039"
"VIN_000194","Gamma","0.02830905788142622","2026-03-15T10:39:13.021Z","Oxford","Premium","EV","2026-03-06T10:39:13.022Z","Afternoon","3.549","7.182","true","8.0535","Electrical","false","SUP_F","BATCH_0003","OP_1014"
"VIN_000043","Delta","5.514589735144485","2026-04-10T10:39:13.021Z","Swindon","Base","Petrol","2026-03-28T10:39:13.021Z","Afternoon","5.87","3.52","true","5.65","Paint","false","SUP_B","BATCH_0014","OP_1046"
"VIN_000104","Alpha","0.8001134414899597","2025-12-05T10:39:13.023Z","Oxford","Premium","Hybrid","2025-12-12T10:39:13.023Z","Day","3.61","7.524","false","0.2185","Electrical","true","SUP_I","BATCH_0005","OP_1000"
"VIN_000115","Alpha","0.023903458950679624","2025-12-28T10:39:13.023Z","Oxford","Luxury","Diesel","2026-05-01T10:39:13.021Z","Afternoon","2.8455","1.218","true","3.2340000000000004","Electrical","false","SUP_J","BATCH_0012","OP_1027"
"VIN_000079","Gamma","4.510978869674097","2025-12-19T10:39:13.023Z","Swindon","Premium","Diesel","2026-02-17T10:39:13.022Z","Night","4.09","8.48","false","4.16","Weld","true","SUP_B","BATCH_0019","OP_1026"
"VIN_000056","Delta","7.846354254985425","2025-12-15T10:39:13.023Z","Birmingham","Sport","Petrol","2026-01-13T10:39:13.022Z","Afternoon","4.1895","3.2015","false","2.4414999999999996","Paint","false","SUP_C","BATCH_0005","OP_1021"
"VIN_000083","Alpha","7.214539465431434","2026-04-24T10:39:13.021Z","Solihull","Luxury","Petrol","2026-02-24T10:39:13.022Z","Afternoon","9.156","5.407500000000001","true","10.458000000000002","Weld","true","SUP_C","BATCH_0002","OP_1038"
"VIN_000103","Beta","6.150039465431434","2026-03-23T10:39:13.021Z","Oxford","Sport","EV","2025-12-22T10:39:13.023Z","Day","0.18","5.85","false","5.77","None","true","SUP_G","BATCH_0015","OP_1017"
"VIN_000120","Alpha","8.957854254985426","2026-02-04T10:39:13.022Z","Swindon","Base","Diesel","2025-11-18T10:39:13.023Z","Afternoon","0.9025","4.712","false","1.444","Paint","false","SUP_E","BATCH_0003","OP_1034"
"VIN_000021","Alpha","0.022978869674096927","2026-03-14T10:39:13.021Z","Solihull","Premium","Hybrid","2026-01-03T10:39:13.023Z","Day","4.168500000000001","0.0945","true","4.9559999999999995","Assembly","true","SUP_G","BATCH_0004","OP_1003"
"VIN_000186","Alpha","8.40190345895068","2026-02-05T10:39:13.022Z","Swindon","Premium","Hybrid","2026-05-02T10:39:13.021Z","Night","9.57","1.61","false","2.15","None","false","SUP_G","BATCH_0016","OP_1003"
"VIN_000157","Delta","9.274113441489959","2026-03-31T10:39:13.021Z","Oxford","Base","Petrol","2025-11-16T10:39:13.023Z","Afternoon","3.8569999999999993","0.494","true","6.289","Paint","false","SUP_B","BATCH_0011","OP_1007"
"VIN_000186","Gamma","9.235089735144484","2026-01-31T10:39:13.022Z","Oxford","Luxury","EV","2026-04-10T10:39:13.021Z","Night","3.1500000000000004","10.4265","false","0.987","None","true","SUP_B","BATCH_0006","OP_1010"
"VIN_000082","Delta","7.446309057881426","2025-12-04T10:39:13.023Z","Birmingham","Luxury","Diesel","2026-05-24T10:39:13.020Z","Day","8.02","7.28","false","5.36","Weld","true","SUP_H","BATCH_0009","OP_1015"
"VIN_000050","Beta","7.8542442949541496","2026-04-19T10:39:13.021Z","Oxford","Sport","Petrol","2025-12-29T10:39:13.023Z","Afternoon","2.6599999999999997","5.3295","true","6.4505","Paint","false","SUP_E","BATCH_0002","OP_1046"
"VIN_000127","Beta","0.26336492651796567","2025-12-05T10:39:13.023Z","Solihull","Base","Hybrid","2026-01-05T10:39:13.023Z","Day","5.0504999999999995","2.0685000000000002","false","10.458000000000002","None","false","SUP_J","BATCH_0019","OP_1006"
"VIN_000009","Beta","4.0826375089463065","2025-12-18T10:39:13.023Z","Oxford","Luxury","EV","2026-02-04T10:39:13.022Z","Day","3","7.16","true","2.85","Weld","false","SUP_G","BATCH_0010","OP_1022"
"VIN_000108","Alpha","7.224526202256703","2026-03-17T10:39:13.021Z","Swindon","Base","Hybrid","2026-01-22T10:39:13.022Z","Afternoon","4.731","9.433499999999999","false","9.462","Paint","false","SUP_D","BATCH_0002","OP_1043"
"VIN_000082","Gamma","8.554993335328716","2026-03-13T10:39:13.021Z","Birmingham","Premium","Petrol","2025-11-24T10:39:13.023Z","Night","5.4915","4.1370000000000005","true","1.4489999999999998","Assembly","true","SUP_G","BATCH_0000","OP_1006"
"VIN_000075","Alpha","9.6","2026-02-20T10:39:13.022Z","Birmingham","Base","Hybrid","2026-02-04T10:39:13.022Z","Night","0.49","0.09","true","3.46","Weld","false","SUP_A","BATCH_0004","OP_1022"
"VIN_000170","Gamma","6.643006664671287","2026-01-28T10:39:13.022Z","Swindon","Sport","Petrol","2026-03-30T10:39:13.021Z","Day","6.906499999999999","0.532","false","4.9399999999999995","Assembly","false","SUP_H","BATCH_0006","OP_1012"
"VIN_000195","Alpha","5.076473797743297","2025-12-21T10:39:13.023Z","Swindon","Base","Petrol","2026-03-12T10:39:13.021Z","Afternoon","0.189","0.5145","true","6.405","Paint","false","SUP_J","BATCH_0004","OP_1009"
"VIN_000192","Alpha","6.087362491053693","2026-01-15T10:39:13.022Z","Birmingham","Base","Petrol","2026-05-06T10:39:13.020Z","Night","3.76","6.75","true","5.65","Paint","false","SUP_E","BATCH_0015","OP_1017"
"VIN_000192","Alpha","1.4441350734820342","2025-12-13T10:39:13.023Z","Birmingham","Base","Diesel","2026-01-18T10:39:13.022Z","Day","5.966","8.987","true","7.533499999999999","Assembly","false","SUP_B","BATCH_0003","OP_1011"
"VIN_000162","Delta","9.608755705045851","2026-05-01T10:39:13.021Z","Oxford","Sport","Hybrid","2025-11-15T10:39:13.023Z","Afternoon","5.439","10.4265","true","3.5385000000000004","Paint","true","SUP_H","BATCH_0011","OP_1025"
"VIN_000013","Beta","3.0636909421185736","2026-04-04T10:39:13.021Z","Birmingham","Sport","Diesel","2026-01-02T10:39:13.023Z","Afternoon","3.03","0.09","false","1.82","None","true","SUP_I","BATCH_0016","OP_1010"
"VIN_000034","Beta","8.147410264855516","2026-03-24T10:39:13.021Z","Oxford","Base","Hybrid","2026-03-26T10:39:13.021Z","Day","8.654499999999999","1.0165","false","5.8425","Paint","false","SUP_D","BATCH_0005","OP_1037"
"VIN_000153","Gamma","7.345886558510041","2025-11-11T10:39:13.023Z","Swindon","Premium","Hybrid","2026-04-23T10:39:13.021Z","Day","1.26","10.4265","false","2.8560000000000003","Electrical","true","SUP_G","BATCH_0015","OP_1030"
"VIN_000181","Gamma","0.0580965410493204","2026-05-08T10:39:13.020Z","Oxford","Premium","Diesel","2025-12-05T10:39:13.023Z","Night","3.21","6.99","true","4.66","Weld","true","SUP_D","BATCH_0005","OP_1001"
"VIN_000143","Delta","0.05702113032590308","2026-05-14T10:39:13.020Z","Birmingham","Premium","Diesel","2026-03-25T10:39:13.021Z","Night","2.9545","5.281999999999999","true","9.462","Paint","true","SUP_E","BATCH_0002","OP_1006"
"VIN_000060","Delta","5.049145745014575","2025-12-30T10:39:13.023Z","Birmingham","Base","Hybrid","2025-11-20T10:39:13.023Z","Afternoon","2.3835","5.3235","true","9.2925","Electrical","true","SUP_E","BATCH_0017","OP_1039"
"VIN_000063","Beta","9.209960534568564","2026-05-14T10:39:13.020Z","Solihull","Base","Diesel","2026-03-28T10:39:13.021Z","Day","2.86","4.15","true","7.94","Assembly","true","SUP_C","BATCH_0011","OP_1017"
"VIN_000008","Delta","5.843460534568565","2026-04-12T10:39:13.021Z","Swindon","Premium","Diesel","2026-05-07T10:39:13.020Z","Night","9.481","3.4579999999999997","false","4.1895","Assembly","false","SUP_C","BATCH_0013","OP_1017"
"VIN_000159","Alpha","10.519645745014573","2026-05-12T10:39:13.020Z","Oxford","Sport","Petrol","2025-11-23T10:39:13.023Z","Day","1.848","3.5595000000000003","true","1.2285","Paint","true","SUP_D","BATCH_0011","OP_1021"
"VIN_000042","Alpha","5.009021130325904","2026-02-17T10:39:13.022Z","Solihull","Luxury","Diesel","2026-05-13T10:39:13.020Z","Day","9.98","9.93","false","9.14","Electrical","true","SUP_H","BATCH_0001","OP_1002"
"VIN_000123","Alpha","6.36409654104932","2026-04-15T10:39:13.021Z","Solihull","Luxury","Petrol","2025-11-15T10:39:13.023Z","Night","0.17099999999999999","9.433499999999999","false","2.3085","Assembly","true","SUP_C","BATCH_0016","OP_1013"
